text,intent,norm,key
"skip my calories, do my step count instead",Cmd.ActivityStep,skip my calories do my step count instead,calori count instead skip step
"skip the tinnitus masker, do edge mode instead",Help_EdgeMode,skip the tinnitus masker do edge mode instead,edge instead masker mode skip tinnitu
"skip a different program, do how to change programs instead",Help_ChangingMemories,skip a different program do how to change programs instead,change different how instead program skip
"i am not after my walking, i am after my running",Cmd.ActivityRun,i am not after my walking i am after my running,after am not runn walk
"skip what is new, do the app settings instead",Help_AppSettings,skip what is new do the app settings instead,app instead new setting skip what
"skip my calories, do my walking instead",Cmd.ActivityWalk,skip my calories do my walking instead,calori instead skip walk
not a remote adjustment — i meant a remote appointment,Help_HearingCareAnywhereConnect,not a remote adjustment i meant a remote appointment,adjustment appointment meant not remote
"skip edge mode, do the cros system instead",Help_WiCROS,skip edge mode do the cros system instead,cros edge instead mode skip system
"my activity summary is not what i wanted, my heart rate is",Help_HeartRate,my activity summary is not what i wanted my heart rate is,activity heart not rate summary want what
"the app settings is not what i wanted, to pair them is",Help_Pairing,the app settings is not what i wanted to pair them is,app not pair setting them want what
"skip my workout, do my cycling instead",Cmd.ActivityCycle,skip my workout do my cycling instead,cycl instead skip workout
"i am not after the app settings, i am after the voice assistant",Help_VoiceAssistant,i am not after the app settings i am after the voice assistant,after am app assistant not setting voice
"skip unmuted, do quieter instead",Cmd.VolumeDecrease,skip unmuted do quieter instead,instead quieter skip unmut
"louder is not what i wanted, muted is",Cmd.VolumeMute,louder is not what i wanted muted is,louder mut not want what
"i am not after what is new, i am after the voice assistant",Help_VoiceAssistant,i am not after what is new i am after the voice assistant,after am assistant new not voice what
"i am not after a different program, i am after how to make a new program",Help_MemoryOptions,i am not after a different program i am after how to make a new program,after am different how make new not program
"louder is not what i wanted, how the volume works is",Help_Volume,louder is not what i wanted how the volume works is,how louder not volume want what work
"i am not after my score, i am after my activity summary",Help_Health,i am not after my score i am after my activity summary,activity after am not score summary
"skip quieter, do unmuted instead",Cmd.VolumeUnmute,skip quieter do unmuted instead,instead quieter skip unmut
"to pair them is not what i wanted, what is new is",Help_WhatsNew,to pair them is not what i wanted what is new is,new not pair them want what
"skip a remote adjustment, do to share my data instead",Help_HearShare,skip a remote adjustment do to share my data instead,adjustment data instead remote share skip
"i am not after the basics, i am after the voice assistant",Help_VoiceAssistant,i am not after the basics i am after the voice assistant,after am assistant basic not voice
"how to put them in is not what i wanted, the device settings is",Help_DeviceSettings,how to put them in is not what i wanted the device settings is,device how in not put setting them want what
"my cycling is not what i wanted, my running is",Cmd.ActivityRun,my cycling is not what i wanted my running is,cycl not runn want what
"the tinnitus masker is not what i wanted, speech enhancement is",Help_IntelliVoice,the tinnitus masker is not what i wanted speech enhancement is,enhancement masker not speech tinnitu want what
not to transcribe — i meant how transcribe works,Help_Transcribe,not to transcribe i meant how transcribe works,how meant not transcribe work
"skip my step count, do my running instead",Cmd.ActivityRun,skip my step count do my running instead,count instead runn skip step
"skip my aerobics, do my workout instead",Cmd.ActivityExercise,skip my aerobics do my workout instead,aerobic instead skip workout
"my workout is not what i wanted, my aerobics is",Cmd.ActivityAerobics,my workout is not what i wanted my aerobics is,aerobic not want what workout
"i am not after edge mode, i am after mask mode",Help_MaskMode,i am not after edge mode i am after mask mode,after am edge mask mode not
"skip how to personalise the sound, do a different program instead",Cmd.MemoryChange,skip how to personalise the sound do a different program instead,different how instead personalise program skip sound
"to share my data is not what i wanted, a remote appointment is",Help_HearingCareAnywhereConnect,to share my data is not what i wanted a remote appointment is,appointment data not remote share want what
"unmuted is not what i wanted, quieter is",Cmd.VolumeDecrease,unmuted is not what i wanted quieter is,not quieter unmut want what
"skip my aerobics, do my standing time instead",Cmd.ActivityStand,skip my aerobics do my standing time instead,aerobic instead skip stand time
not to pair them — i meant what is new,Help_WhatsNew,not to pair them i meant what is new,meant new not pair them what
