row,text,true_intent,pytorch_prediction,onnx_prediction,prediction_same,max_abs_logit_diff,mean_abs_logit_diff,cosine_similarity
581,remind me to take my pills at 8,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.367032e-07,1.0000001
582,can you set an alarm for doctors appointment tomorrow morning,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.23692e-07,0.99999994
583,explain the transcription feature,Help_Transcribe,Help_Transcribe,Help_Transcribe,True,2.861023e-06,7.347318e-07,1.0
584,please remind me to,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.539245e-07,1.0
585,please add mask as a customized memory,Help_MemoryOptions,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,6.7029083e-07,1.0
586,please pairing devices with my thrive app,Help_Pairing,Help_Pairing,Help_Pairing,True,1.9073486e-06,5.0297956e-07,0.9999999
587,time my run,Cmd.ActivityRun,Cmd.ActivityRun,Cmd.ActivityRun,True,1.9073486e-06,6.156532e-07,1.0000001
588,change to kitchen program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.47465e-07,1.0000001
589,what is the ringing in my ears,Help_Tinnitus,Help_DeviceSettings,Help_DeviceSettings,True,1.4305115e-06,5.1487433e-07,1.0
590,standing calories,Cmd.ActivityStand,Cmd.ActivityStand,Cmd.ActivityStand,True,2.3841858e-06,5.419317e-07,0.9999999
591,please set to master program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.382391e-07,0.99999994
592,who invented the telephone?,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,3.8146973e-06,7.946959e-07,0.99999994
593,charge status,Cmd.BatteryLevel,Cmd.BatteryLevel,Cmd.BatteryLevel,True,2.3841858e-06,6.3238434e-07,1.0
594,please show me a help guide for my accessories,Help_Accessories,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,5.3493864e-07,0.9999999
595,what voice helpers are supported,Help_VoiceAssistant,Help_VoiceAssistant,Help_VoiceAssistant,True,1.4305115e-06,4.988785e-07,0.9999999
596,give me a reminder later today,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.906926e-07,1.0000001
597,program cleaned iboost,Default Fallback Intent,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.0766886e-07,1.0
598,please change memory to kitchen,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.5779127e-07,1.0000001
599,how do i get my device to stream,Help_Accessories,Help_Accessories,Help_Accessories,True,2.861023e-06,9.348518e-07,0.9999999
600,fix face mask issues,Help_MaskMode,Help_MaskMode,Help_MaskMode,True,2.3841858e-06,7.057383e-07,1.0
601,can you remind me to drink water everyday at 10 in the morning,reminders.add,reminders.add,reminders.add,True,4.2915344e-06,9.764999e-07,1.0
602,help with volume adjustment on my hearing aid,Help_Volume,Help_Volume,Help_Volume,True,2.861023e-06,6.5467077e-07,1.0
603,my battery drains too fast why,Help_Battery,Help_Battery,Help_Battery,True,2.1457672e-06,5.723876e-07,1.0000001
604,can my hearing aids use intellivoice,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,5.428467e-07,1.0000001
605,phone a friend,Default Fallback Intent,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,6.160454e-07,1.0000001
606,help with tinnitus volume adjustment in my hearing aid,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.3841858e-06,6.965639e-07,0.9999999
607,please let me hear the remote mic,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,5.9500076e-07,0.9999999
608,can you assistant professor jobs,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.7881393e-06,5.2076865e-07,0.9999999
609,sound bar,Default Fallback Intent,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,1.9073486e-06,5.3631106e-07,1.0
610,it sounds too soft,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,5.461145e-07,1.0
611,how do you calculate the ipro score?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,1.9073486e-06,5.2520056e-07,1.0
612,help me get started,Help_Home,Help_Home,Help_Home,True,1.4305115e-06,3.5828143e-07,1.0
613,and i'm really looking forward to not having to wear the mask anymore for sure,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,3.33786e-06,5.199721e-07,1.0
614,switch the sound off,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.4305115e-06,4.1095834e-07,0.99999994
615,please help with tinnitus masker adjustment on my aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,4.900881e-07,1.0000001
616,stop sending sound to my hearing aids,Cmd.StreamingStop,Help_SelfCheck,Help_SelfCheck,True,4.2915344e-06,7.304183e-07,1.0
617,can you make the hearing aids quieter,Cmd.VolumeDecrease,Cmd.VolumeMute,Cmd.VolumeMute,True,3.2782555e-06,9.067487e-07,0.99999994
618,mute all audio right now,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,2.3841858e-06,5.8833444e-07,0.99999994
619,how do i adjust my loudness of the tinnitus stimulus on the hearing aids?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.4305115e-06,4.5749178e-07,0.9999999
620,show me my aerobics stats,Cmd.ActivityAerobics,Cmd.ActivityAerobics,Cmd.ActivityAerobics,True,2.6226044e-06,7.6022064e-07,1.0000001
621,please show me how to insert hearing aids into my ears.,Help_InsertDevice,Help_InsertDevice,Help_InsertDevice,True,1.9073486e-06,4.127883e-07,1.0000001
622,message my friend,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.4305115e-06,5.008882e-07,1.0000001
623,set up a remote appointment,Help_HearingCareAnywhereConnect,reminders.add,reminders.add,True,1.1920929e-06,4.1409544e-07,0.9999999
624,move to my church program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.318015e-07,1.0
625,it's different both of them are different,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.666309e-07,1.0
626,can you remind me once about running,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,7.076663e-07,0.99999994
627,remind me 10:30 p.m. to close the restaurant,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,7.059752e-07,1.0000001
628,how do i request an adjustment?,Help_RemoteProgramming,Help_Customize,Help_Customize,True,2.3841858e-06,8.3263507e-07,1.0
629,can you change to worship,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.4400114e-07,1.0000001
630,please set to gym program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,5.710478e-07,1.0
631,send sound straight to my aids,Cmd.StreamingStart,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,1.4305115e-06,5.387946e-07,0.9999999
632,please let me hear the presenter,Cmd.StreamingStart,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.806878e-07,1.0000001
633,can you set to kitchen memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.784057e-07,1.0
634,please switch program to work,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.684933e-07,0.99999994
635,how do you fix your tv?,Default Fallback Intent,Help_Accessories,Help_Accessories,True,4.2915344e-06,8.8684783e-07,1.0
636,when is samsung releasing the next galaxy phone,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,6.357829e-07,1.0
637,please set to auditorium program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.969668e-07,1.0
638,please switch to restaurant,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.6226044e-06,4.8428774e-07,0.9999999
639,please set program to speech,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.8684735e-07,1.0000001
640,please send message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,2.861023e-06,3.633792e-07,1.0
641,please translate how much do i owe you in español,Cmd.TranslationStart,Cmd.TranslationStart,Cmd.TranslationStart,True,1.9073486e-06,6.002292e-07,1.0000001
642,what's the problem,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,9.568114e-07,1.0
643,play message,Cmd.ListenMessage,Cmd.ListenMessage,Cmd.ListenMessage,True,1.4305115e-06,4.3651252e-07,1.0000001
644,how do i set up fall detection,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,7.304183e-07,1.0
645,can you so do i unable to caesar,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,4.5906035e-07,1.0000001
646,set to work program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,3.452756e-07,0.99999994
647,what does a self check tell me,Help_SelfCheck,Help_SelfCheck,Help_SelfCheck,True,1.9073486e-06,4.53309e-07,0.9999999
648,help with tinnitus masker adjustments in my aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,5.401017e-07,0.99999994
649,please setting number two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.6757983e-07,1.0
650,remind me tomorrow to,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.047822e-07,1.0000001
651,can you don't tell me that's the problem,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.327765e-07,1.0000001
652,can you use soap to clean hearing aids?,Help_CleanCare,Help_CleanCare,Help_CleanCare,True,2.861023e-06,7.761675e-07,1.0000001
653,what’s virtual assistant?,Help_VoiceAssistant,Help_VoiceAssistant,Help_VoiceAssistant,True,2.3841858e-06,5.045481e-07,0.9999999
654,please help with tinnitus stimulus adjustment on my aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,9.536743e-07,3.0063745e-07,1.0
655,share my audio so others can hear,Help_HearShare,Help_HearShare,Help_HearShare,True,3.8146973e-06,1.0713151e-06,0.99999994
656,what are the volume options,Help_Volume,Help_Volume,Help_Volume,True,2.3841858e-06,6.316001e-07,0.99999994
657,hi there i don't,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,6.0049064e-07,1.0000001
658,guide me through changing memories,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,2.3841858e-06,5.243836e-07,1.0
659,what's my remaining charge?,Cmd.BatteryLevel,Help_Health,Help_Health,True,2.1457672e-06,5.5108154e-07,1.0
660,how are my batteries doing?,Cmd.BatteryLevel,Help_Battery,Help_Battery,True,2.3841858e-06,7.0845874e-07,1.0
661,can you i can't remember where my aids are,Help_FindMyHearingAids,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.6008715e-07,1.0000001
662,raise volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.1920929e-06,3.5854285e-07,1.0
663,let me hear the presenter,Cmd.StreamingStart,Cmd.ListenMessage,Cmd.ListenMessage,True,1.9073486e-06,5.2788016e-07,1.0
664,please the shadowy men on a shadowy planet,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,4.820983e-07,1.0
665,change to golf,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.4011248e-07,1.0000001
666,how many help requests can i submit?,Help_RemoteProgramming,Help_Transcribe,Help_Transcribe,True,2.1457672e-06,6.1473827e-07,1.0000001
667,can you fisher is jacking off in the car so it's in the closet,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.798382e-07,0.9999999
668,can you completely,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.3113022e-06,3.7605824e-07,1.0
669,please change setting to number two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.013279e-06,3.181202e-07,1.0000001
670,please change to automatic memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.5111958e-07,1.0
671,explain the find my aids feature,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.861023e-06,8.376021e-07,1.0
672,crowd program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.102448e-07,1.0
673,can you change to theater memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.0728836e-06,3.273027e-07,1.0
674,my phone is lost ring it,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.9073486e-06,4.285391e-07,1.0000001
675,what does the fall alert do,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,3.33786e-06,9.489687e-07,1.0000001
676,put me in speech mode,Cmd.MemoryChange,Help_MaskMode,Help_MaskMode,True,1.9073486e-06,7.891509e-07,1.0
677,help with the volume feature,Help_Volume,Help_Volume,Help_Volume,True,3.33786e-06,7.335554e-07,1.0000001
678,can you exercise goal,Cmd.ActivityExercise,Cmd.ActivityExercise,Cmd.ActivityExercise,True,2.861023e-06,4.7368374e-07,0.99999994
679,everyone has to say things twice for me,Cmd.VolumeIncrease,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.368286e-07,1.0
680,pump up the volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.081373e-07,1.0
681,how do i make,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.25778e-07,1.0000001
682,please remind me to pick up my prescription sunday at 5 p.m.,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.451995e-07,1.0
683,can you i got a ton of recommendation completely wireless,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.3931745e-07,1.0
684,how would i stop a fall alert text?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.66893e-06,3.6246422e-07,1.0
685,i need help pairing,Help_Pairing,Help_Pairing,Help_Pairing,True,3.8146973e-06,7.015963e-07,1.0
686,help me understand volume settings,Help_Volume,Help_Volume,Help_Volume,True,1.4305115e-06,4.642888e-07,0.99999994
687,max burger,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,3.8146973e-06,7.607435e-07,1.0000001
688,please change memory to crowd,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.264477e-07,0.99999994
689,where's intellivoice?,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,3.8146973e-06,6.2009747e-07,1.0000001
690,please change program to master,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.14749e-07,0.99999994
691,set memory to restaurant,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.3475864e-07,1.0
692,can you turn the volume on,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,2.3841858e-06,5.861123e-07,1.0000001
693,can you reminder finished.,reminders.complete,reminders.add,reminders.add,True,1.66893e-06,5.851647e-07,0.99999994
694,please set memory to mute,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.3566288e-07,1.0
695,what is quick start,Help_WhatsNew,Help_WhatsNew,Help_WhatsNew,True,2.3841858e-06,5.5670216e-07,1.0
696,start logging my walk,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,2.3841858e-06,6.549975e-07,0.99999994
697,how do i make one side louder,Help_Volume,Default Fallback Intent,Default Fallback Intent,True,1.7881393e-06,5.347425e-07,0.9999999
698,reminder to play with my cat everyday at 7 p.m.,reminders.add,reminders.add,reminders.add,True,2.861023e-06,7.856441e-07,1.0
699,how to charge my itc hearing aid?,Help_Battery,Help_CleanCare,Help_CleanCare,True,2.3841858e-06,7.7007303e-07,1.0
700,can you hearing aids,Default Fallback Intent,Cmd.VolumeMute,Cmd.VolumeMute,True,1.4305115e-06,4.001746e-07,1.0000001
701,how do i adjust my loudness of the tinnitus masker on the aid?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.861023e-06,7.027074e-07,1.0
702,can you music memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.9344295e-07,0.99999994
703,set program to quiet,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.910955e-07,1.0
704,how does changing profiles work,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,2.861023e-06,8.3665446e-07,1.0
705,please sentences with more,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.912047e-07,1.0000001
706,"can you this jena fuller. can you trying to fill out way, too?",Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.8294256e-07,1.0
707,have i reached my biking goal?,Cmd.ActivityCycle,Cmd.ActivityCycle,Cmd.ActivityCycle,True,1.4305115e-06,5.0873086e-07,1.0000001
708,can you i cannot remember where my aids are,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.4305115e-06,4.5278617e-07,1.0
709,help with pairing the aids,Help_Pairing,Help_Pairing,Help_Pairing,True,2.861023e-06,5.296448e-07,0.9999999
710,please set to 80% volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.6226044e-06,8.2505375e-07,1.0
711,how do i insert my left hearing aids into my ears?,Help_InsertDevice,Help_InsertDevice,Help_InsertDevice,True,1.9073486e-06,7.429667e-07,1.0
712,can i pair siri to my hearing aids,Help_VoiceAssistant,Help_Pairing,Help_Pairing,True,1.4305115e-06,5.79446e-07,1.0
713,please show me my exercise goal,Cmd.ActivityExercise,Cmd.ActivityExercise,Cmd.ActivityExercise,True,2.3841858e-06,5.8768086e-07,1.0000001
714,show me where my iphone is,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,2.861023e-06,8.177339e-07,1.0
715,remind me to wake up tomorrow,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.4389776e-07,1.0
716,can you kid pushes the top button real quick and let it go the volume goes up,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.342797e-07,0.99999994
717,please help with changing programs on my aid,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,4.4585843e-07,1.0
718,explain the main options,Help_Home,Help_Home,Help_Home,True,1.9073486e-06,4.674259e-07,0.99999994
719,can you got to getting a text message at boston,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.013104e-07,1.0
720,how depleted is the battery,Cmd.BatteryLevel,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.9073486e-06,6.305544e-07,1.0000001
721,can you i misplaced my other aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,5.6498806e-07,1.0000001
722,start my cardio class tracking,Cmd.ActivityAerobics,Cmd.ActivityCalories,Cmd.ActivityCalories,True,3.33786e-06,9.616477e-07,1.0
723,set to mute program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.9727445e-07,1.0
724,how do i adjust the volume on my aids?,Help_Volume,Help_Volume,Help_Volume,True,1.9073486e-06,7.600818e-07,1.0
725,shift into the outdoor profile,Cmd.MemoryChange,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,6.768918e-07,1.0000001
