text,intent,source,rejected_intent,family,held_out,symptom,axis,role
"i said my walking, not my workout",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
i asked for louder not how the volume works,Cmd.VolumeIncrease,F11_corrective_all_families,Help_Volume,volume,False,,,
"not how to change programs, how to personalise the sound",Help_Customize,F11_corrective_all_families,Help_ChangingMemories,memory,False,,,
"i do not want my workout, i want my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
i asked for the device settings not how to clean them,Help_DeviceSettings,F11_corrective_all_families,Help_CleanCare,care,False,,,
"to pair them please, not the app settings",Help_Pairing,F11_corrective_all_families,Help_AppSettings,app,False,,,
"the device settings please, not how to put them in",Help_DeviceSettings,F11_corrective_all_families,Help_InsertDevice,care,False,,,
"a remote adjustment please, not a remote appointment",Help_RemoteProgramming,F11_corrective_all_families,Help_HearingCareAnywhereConnect,remote,False,,,
"louder please, not unmuted",Cmd.VolumeIncrease,F11_corrective_all_families,Cmd.VolumeUnmute,volume,False,,,
"do not give me quieter, give me unmuted",Cmd.VolumeUnmute,F11_corrective_all_families,Cmd.VolumeDecrease,volume,False,,,
"forget my aerobics, i need my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityAerobics,activity,False,,,
"not my calories, my aerobics",Cmd.ActivityAerobics,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"not how to make a new program, a different program",Cmd.MemoryChange,F11_corrective_all_families,Help_MemoryOptions,memory,False,,,
"not the voice assistant, the basics",Help_Home,F11_corrective_all_families,Help_VoiceAssistant,app,False,,,
"do not give me how translate works, give me to translate",Cmd.TranslationStart,F11_corrective_all_families,Help_Translate,translate,False,,,
i asked for my aerobics not my standing time,Cmd.ActivityAerobics,F11_corrective_all_families,Cmd.ActivityStand,activity,False,,,
i asked for my walking not my running,Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"i said my standing time, not my workout",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"i said the voice assistant, not what is new",Help_VoiceAssistant,F11_corrective_all_families,Help_WhatsNew,app,False,,,
"i said the basics, not to pair them",Help_Home,F11_corrective_all_families,Help_Pairing,app,False,,,
"my calories please, not my standing time",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityStand,activity,False,,,
"not muted, louder",Cmd.VolumeIncrease,F11_corrective_all_families,Cmd.VolumeMute,volume,False,,,
"the voice assistant please, not the basics",Help_VoiceAssistant,F11_corrective_all_families,Help_Home,app,False,,,
"forget my workout, i need my step count",Cmd.ActivityStep,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"my walking please, not my cycling",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityCycle,activity,False,,,
"do not give me to share my data, give me a remote appointment",Help_HearingCareAnywhereConnect,F11_corrective_all_families,Help_HearShare,remote,False,,,
i asked for my standing time not my cycling,Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityCycle,activity,False,,,
"my walking please, not my calories",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"not my standing time, my calories",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityStand,activity,False,,,
"not the basics, to pair them",Help_Pairing,F11_corrective_all_families,Help_Home,app,False,,,
"i said my calories, not my step count",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityStep,activity,False,,,
"i said the app settings, not what is new",Help_AppSettings,F11_corrective_all_families,Help_WhatsNew,app,False,,,
"i do not want a remote appointment, i want to share my data",Help_HearShare,F11_corrective_all_families,Help_HearingCareAnywhereConnect,remote,False,,,
"not a new reminder, how reminders work",Help_Reminder,F11_corrective_all_families,reminders.add,reminders,False,,,
"i said my standing time, not my step count",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityStep,activity,False,,,
"i said a new reminder, not that reminder marked done",reminders.add,F11_corrective_all_families,reminders.complete,reminders,False,,,
"not my step count, my running",Cmd.ActivityRun,F11_corrective_all_families,Cmd.ActivityStep,activity,False,,,
"forget my phone found, i need my hearing aid found",Help_FindMyHearingAids,F11_corrective_all_families,Cmd.FindMyPhone,find,False,,,
"not my workout, my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"i said muted, not how the volume works",Cmd.VolumeMute,F11_corrective_all_families,Help_Volume,volume,False,,,
"do not give me that reminder marked done, give me how reminders work",Help_Reminder,F11_corrective_all_families,reminders.complete,reminders,False,,,
"do not give me the voice assistant, give me the app settings",Help_AppSettings,F11_corrective_all_families,Help_VoiceAssistant,app,False,,,
"forget a different program, i need how to change programs",Help_ChangingMemories,F11_corrective_all_families,Cmd.MemoryChange,memory,False,,,
"not the basics, the app settings",Help_AppSettings,F11_corrective_all_families,Help_Home,app,False,,,
"i do not want my running, i want my walking",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"forget my calories, i need my running",Cmd.ActivityRun,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"do not give me how the volume works, give me quieter",Cmd.VolumeDecrease,F11_corrective_all_families,Help_Volume,volume,False,,,
"how to change programs please, not how to personalise the sound",Help_ChangingMemories,F11_corrective_all_families,Help_Customize,memory,False,,,
"i said streaming started, not help with my tv streamer",Cmd.StreamingStart,F11_corrective_all_families,Help_Accessories,streaming,False,,,
"forget my calories, i need my walking",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"i do not want the app settings, i want the voice assistant",Help_VoiceAssistant,F11_corrective_all_families,Help_AppSettings,app,False,,,
"do not give me my workout, give me my calories",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"do not give me how to change programs, give me how to personalise the sound",Help_Customize,F11_corrective_all_families,Help_ChangingMemories,memory,False,,,
"my standing time please, not my running",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"my walking please, not my running",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"not my walking, my calories",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityWalk,activity,False,,,
"do not give me how to personalise the sound, give me how to make a new program",Help_MemoryOptions,F11_corrective_all_families,Help_Customize,memory,False,,,
i asked for my step count not my calories,Cmd.ActivityStep,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"forget my calories, i need my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"do not give me what is new, give me to pair them",Help_Pairing,F11_corrective_all_families,Help_WhatsNew,app,False,,,
i asked for to share my data not a remote adjustment,Help_HearShare,F11_corrective_all_families,Help_RemoteProgramming,remote,False,,,
"do not give me my standing time, give me my walking",Cmd.ActivityWalk,F11_corrective_all_families,Cmd.ActivityStand,activity,False,,,
"i said my standing time, not my cycling",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityCycle,activity,False,,,
i asked for my running not my workout,Cmd.ActivityRun,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"i do not want my aerobics, i want my calories",Cmd.ActivityCalories,F11_corrective_all_families,Cmd.ActivityAerobics,activity,False,,,
"not unmuted, how the volume works",Help_Volume,F11_corrective_all_families,Cmd.VolumeUnmute,volume,False,,,
"do not give me to pair them, give me the app settings",Help_AppSettings,F11_corrective_all_families,Help_Pairing,app,False,,,
"forget my walking, i need my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityWalk,activity,False,,,
"i do not want how to change programs, i want a different program",Cmd.MemoryChange,F11_corrective_all_families,Help_ChangingMemories,memory,False,,,
"forget my walking, i need my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityWalk,activity,False,,,
"i do not want the basics, i want to pair them",Help_Pairing,F11_corrective_all_families,Help_Home,app,False,,,
"do not give me unmuted, give me quieter",Cmd.VolumeDecrease,F11_corrective_all_families,Cmd.VolumeUnmute,volume,False,,,
"not the basics, what is new",Help_WhatsNew,F11_corrective_all_families,Help_Home,app,False,,,
"i said how to clean them, not a self check",Help_CleanCare,F11_corrective_all_families,Help_SelfCheck,care,False,,,
"i said my workout, not my aerobics",Cmd.ActivityExercise,F11_corrective_all_families,Cmd.ActivityAerobics,activity,False,,,
"do not give me how reminders work, give me that reminder marked done",reminders.complete,F11_corrective_all_families,Help_Reminder,reminders,False,,,
"i do not want unmuted, i want how the volume works",Help_Volume,F11_corrective_all_families,Cmd.VolumeUnmute,volume,False,,,
"do not give me what is new, give me the basics",Help_Home,F11_corrective_all_families,Help_WhatsNew,app,False,,,
"do not give me to transcribe, give me how transcribe works",Help_Transcribe,F11_corrective_all_families,Cmd.TranscribeStart,transcribe,False,,,
"not my running, my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"do not give me louder, give me muted",Cmd.VolumeMute,F11_corrective_all_families,Cmd.VolumeIncrease,volume,False,,,
"my workout please, not my calories",Cmd.ActivityExercise,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"do not give me how to clean them, give me a self check",Help_SelfCheck,F11_corrective_all_families,Help_CleanCare,care,False,,,
"i said what is new, not to pair them",Help_WhatsNew,F11_corrective_all_families,Help_Pairing,app,False,,,
"forget the device settings, i need a self check",Help_SelfCheck,F11_corrective_all_families,Help_DeviceSettings,care,False,,,
"i said my cycling, not my running",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityRun,activity,False,,,
"i do not want my aerobics, i want my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityAerobics,activity,False,,,
"i said my cycling, not my workout",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"the voice assistant please, not to pair them",Help_VoiceAssistant,F11_corrective_all_families,Help_Pairing,app,False,,,
"i do not want to share my data, i want a remote adjustment",Help_RemoteProgramming,F11_corrective_all_families,Help_HearShare,remote,False,,,
"i said louder, not how the volume works",Cmd.VolumeIncrease,F11_corrective_all_families,Help_Volume,volume,False,,,
"the basics please, not what is new",Help_Home,F11_corrective_all_families,Help_WhatsNew,app,False,,,
"i do not want my calories, i want my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
"do not give me louder, give me quieter",Cmd.VolumeDecrease,F11_corrective_all_families,Cmd.VolumeIncrease,volume,False,,,
"do not give me how to personalise the sound, give me a different program",Cmd.MemoryChange,F11_corrective_all_families,Help_Customize,memory,False,,,
"do not give me my step count, give me my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityStep,activity,False,,,
i asked for the device settings not how to put them in,Help_DeviceSettings,F11_corrective_all_families,Help_InsertDevice,care,False,,,
"forget how to clean them, i need a self check",Help_SelfCheck,F11_corrective_all_families,Help_CleanCare,care,False,,,
"i do not want how reminders work, i want a new reminder",reminders.add,F11_corrective_all_families,Help_Reminder,reminders,False,,,
"forget how translate works, i need to translate",Cmd.TranslationStart,F11_corrective_all_families,Help_Translate,translate,False,,,
"do not give me a remote appointment, give me a remote adjustment",Help_RemoteProgramming,F11_corrective_all_families,Help_HearingCareAnywhereConnect,remote,False,,,
"i do not want how to personalise the sound, i want how to change programs",Help_ChangingMemories,F11_corrective_all_families,Help_Customize,memory,False,,,
"forget my aerobics, i need my cycling",Cmd.ActivityCycle,F11_corrective_all_families,Cmd.ActivityAerobics,activity,False,,,
"forget my workout, i need my standing time",Cmd.ActivityStand,F11_corrective_all_families,Cmd.ActivityExercise,activity,False,,,
"how to make a new program please, not a different program",Help_MemoryOptions,F11_corrective_all_families,Cmd.MemoryChange,memory,False,,,
"forget my step count, i need my aerobics",Cmd.ActivityAerobics,F11_corrective_all_families,Cmd.ActivityStep,activity,False,,,
"my running please, not my calories",Cmd.ActivityRun,F11_corrective_all_families,Cmd.ActivityCalories,activity,False,,,
